Rank,Sourceid,Title,Type,Issn,SJR Best Quartile,Country,Areas
11868,29461,Scandinavian Economic History Review,journal,"03585522, 17502837",Q1,United Kingdom,Arts and Humanities; Engineering; Social Sciences
11869,20799,Transport,journal,"16484142, 16483480",Q2,Lithuania,Engineering
11870,27596,Clinical Journal of Oncology Nursing,journal,"1538067X, 10921095",Q3,United States,Medicine; Nursing
11871,25828,Colloid and Polymer Science,journal,"0303402X, 14351536",Q2,Germany,Chemical Engineering; Chemistry; Materials Science
11872,25341,Hortscience: A Publication of the American Society for Hortcultural Science,journal,"00185345, 23279834",Q2,United States,Agricultural and Biological Sciences
11873,19900192136,International Journal of Auditing,journal,"10991123, 10906738",Q2,United Kingdom,"Business, Management and Accounting; Economics, Econometrics and Finance"
11874,5800154205,International Journal of Comparative and Applied Criminal Justice,journal,"21576475, 01924036",Q2,United States,Psychology; Social Sciences
11875,19900191967,Italian Journal of Agronomy,journal,11254718,Q2,Italy,Agricultural and Biological Sciences
11876,21100855905,Journal of Applied and Computational Mechanics,journal,23834536,Q2,Iran,Engineering
11877,20965,Journal of Friction and Wear,journal,"19349386, 10683666",Q2,United States,Engineering; Materials Science
11878,19900192172,Journal of Nutrition in Gerontology and Geriatrics,journal,"21551200, 21551197",Q3,United States,Medicine; Nursing
11879,19600166323,Journal of Parasitic Diseases,journal,"09717196, 09750703",Q4,India,Immunology and Microbiology
11880,21100815317,Journal of Pharmacopuncture,journal,"20936966, 22346856",Q2,South Korea,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
11881,17585,Law and Social Inquiry,journal,"1545696X, 08976546",Q2,United States,Social Sciences
11882,13789,Low Temperature Physics,journal,1063777X,Q3,United States,Physics and Astronomy
11883,13716,Petroleum Science and Technology,journal,"15322459, 10916466",Q2,United States,Chemical Engineering; Chemistry; Earth and Planetary Sciences; Energy
11884,15415,Phi Delta Kappan,journal,"19406487, 00317217",Q2,United States,Social Sciences
11885,21100490427,Physics Teacher,journal,"0031921X, 19434928",Q2,United States,Physics and Astronomy; Social Sciences
11886,21100784640,"Proceedings - 2016 IEEE 20th International Enterprise Distributed Object Computing Conference, EDOC 2016",conference and proceedings,-,-,United States,Computer Science
11887,19900191853,Seminars in Plastic Surgery,journal,"15360067, 15352188",Q3,United States,Medicine
11888,13622,SIGMOD Record,journal,01635808,Q2,United States,Computer Science
11889,23667,Southern African Linguistics and Applied Language Studies,journal,"16073614, 17279461",Q1,United Kingdom,Social Sciences
11890,21100783202,SPE Eastern Regional Meeting,conference and proceedings,-,-,United States,Computer Science
11891,20638,Texas Heart Institute Journal,journal,"07302347, 15266702",Q3,United States,Medicine
11892,4700152838,Acta Geophysica,journal,"18957455, 18956572",Q3,Switzerland,Earth and Planetary Sciences
11893,26926,African Studies Review,journal,00020206,Q1,United Kingdom,Social Sciences
11894,16706,Annales Botanici Fennici,journal,00033847,Q2,Finland,Agricultural and Biological Sciences
11895,23110,Asia-Pacific Journal of Operational Research,journal,02175959,Q3,Singapore,Decision Sciences
11896,17265,Blumea: Journal of Plant Taxonomy and Plant Geography,journal,00065196,Q2,Netherlands,Agricultural and Biological Sciences
11897,23407,Chemistry and Ecology,journal,"02757540, 10290370",Q2,United Kingdom,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
11898,23603,CIN - Computers Informatics Nursing,journal,"15382931, 15389774",Q2,United States,Medicine; Nursing
11899,21100873055,Cosmetics,journal,20799284,Q2,Switzerland,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Medicine; Pharmacology, Toxicology and Pharmaceutics"
11900,10400153306,International Journal of Organizational Analysis,journal,19348835,Q2,United Kingdom,"Business, Management and Accounting"
11901,19900191757,Journal of Accounting and Organizational Change,journal,18325912,Q2,United Kingdom,"Business, Management and Accounting; Economics, Econometrics and Finance"
11902,21100204120,Journal of Analytical Methods in Chemistry,journal,"20908873, 20908865",Q2,United States,Chemical Engineering; Chemistry; Computer Science; Physics and Astronomy
11903,21100274252,Journal of Applied Geodesy,journal,"18629016, 18629024",Q1,Germany,Earth and Planetary Sciences; Engineering; Mathematics
11904,21100464566,Journal of International Society of Preventive and Community Dentistry,journal,"22310762, 22501002",Q2,India,Dentistry
11905,10600153310,Journal on Chain and Network Science,journal,"15691829, 18750931",Q2,Netherlands,"Business, Management and Accounting; Computer Science"
11906,21100244946,Kepes,journal,17947111,Q1,Colombia,Arts and Humanities
11907,13360,Knowledge Organization,journal,09437444,Q2,Germany,Social Sciences
11908,21100285034,Lithic Technology,journal,"01977261, 20516185",Q1,United Kingdom,Arts and Humanities; Social Sciences
11909,29262,Nursing Science Quarterly,journal,"15527409, 08943184",Q2,United States,Nursing
11910,23307,Ofioliti,journal,03912612,Q3,Italy,Earth and Planetary Sciences
11911,21100198423,Oman Medical Journal,journal,"20705204, 1999768X",Q3,Oman,Medicine
11912,20500195011,Open Dentistry Journal,journal,18742106,Q2,United Arab Emirates,Dentistry
11913,21100792735,"Proceedings - 2016 International Conference on Wireless Networks and Mobile Communications, WINCOM 2016: Green Communications and Networking",conference and proceedings,-,-,United States,Computer Science; Engineering; Physics and Astronomy
11914,19700175084,Revista Colombiana de Estadistica,journal,01201751,Q3,Colombia,Mathematics
11915,26820,Stratigraphy,journal,1547139X,Q3,United States,Earth and Planetary Sciences
11916,50120,Waterbirds,journal,15244695,Q2,United States,Agricultural and Biological Sciences
11917,5700162125,Action Research,journal,14767503,Q2,United Kingdom,"Business, Management and Accounting; Social Sciences"
11918,4000152110,Advances in Accounting,journal,"10465715, 08826110",Q2,United States,"Business, Management and Accounting; Economics, Econometrics and Finance"
11919,71092,Architectural Science Review,journal,"00038628, 17589622",Q1,United Kingdom,Engineering
11920,21100831489,Asian Journal of Anesthesiology,journal,2468824X,Q2,Taiwan,Medicine
11921,14907,Cognitive and Behavioral Neurology,journal,"15433633, 15433641",Q3,United States,Medicine; Neuroscience; Psychology
11922,13435,Communist and Post-Communist Studies,journal,0967067X,Q2,United Kingdom,Social Sciences
11923,21383,Comparative Medicine,journal,15320820,Q2,United States,"Biochemistry, Genetics and Molecular Biology; Veterinary"
11924,19400158434,Estonian Journal of Archaeology,journal,"17367484, 14062933",Q1,Estonia,Arts and Humanities; Social Sciences
11925,29908,Families in Society,journal,10443894,Q2,United States,Social Sciences
11926,3900148211,International Journal of Integrated Supply Management,journal,"14775360, 17418097",Q2,United Kingdom,"Business, Management and Accounting"
11927,19700186867,Journal of Ambient Intelligence and Smart Environments,journal,18761364,Q3,Netherlands,Computer Science
11928,28749,Journal of B.U.ON.,journal,11070625,Q3,Greece,"Biochemistry, Genetics and Molecular Biology; Medicine"
11929,21100852994,Journal of Micro and Nano-Manufacturing,journal,"21660468, 21660476",Q2,United States,Chemical Engineering; Engineering
11930,21100415932,Journal of Nutrition and Intermediary Metabolism,journal,23523859,Q3,Netherlands,Agricultural and Biological Sciences; Medicine; Nursing
11931,21100857390,Journal of the Korean Association of Oral and Maxillofacial Surgeons,journal,"22347550, 22345930",Q3,South Korea,Dentistry; Medicine
11932,18331,Journal of Zoo and Wildlife Medicine,journal,10427260,Q2,United States,Agricultural and Biological Sciences; Medicine; Veterinary
11933,19200156954,Metrology and Measurement Systems,journal,08608229,Q2,Poland,Engineering; Physics and Astronomy
11934,17331,Quarterly Journal of Nuclear Medicine and Molecular Imaging,journal,"18244785, 18271936",Q3,Italy,Medicine
11935,19847,Rangeland Journal,journal,10369872,Q2,Australia,Agricultural and Biological Sciences; Environmental Science
11936,4100151512,Research in Labor Economics,book series,01479121,Q2,United Kingdom,"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
11937,21100809810,"ABAC 2017 - Proceedings of the 2nd ACM Workshop on Attribute-Based Access Control, co-located with CODASPY 2017",conference and proceedings,-,-,United States,Social Sciences
11938,24581,Animal Biodiversity and Conservation,journal,"2014928X, 1578665X",Q2,Spain,Agricultural and Biological Sciences; Environmental Science
11939,24589,Annales Zoologici Fennici,journal,0003455X,Q2,Finland,Agricultural and Biological Sciences; Environmental Science
11940,5600155299,Annales-Anali za Istrske in Mediteranske Studije - Series Historia et Sociologia,journal,"13189425, 14085348",Q1,Slovenia,Arts and Humanities; Social Sciences
11941,19900193676,Drinking Water Engineering and Science,journal,"19969465, 19969457",Q2,Germany,Engineering; Environmental Science
11942,21100456711,Hand Surgery and Rehabilitation,journal,24681229,Q2,Netherlands,Medicine
11943,145666,International Journal of Lower Extremity Wounds,journal,15347346,Q3,United States,Medicine
11944,17700156403,Journal of College Counseling,journal,"21611882, 10990399",Q2,United States,Social Sciences
11945,4700152822,Journal of Creativity in Mental Health,journal,"15401391, 15401383",Q3,United States,Medicine; Psychology
11946,130097,Journal of Engineering Physics and Thermophysics,journal,"1573871X, 10620125",Q1,Germany,Engineering; Physics and Astronomy
11947,29552,Journal of Gerontological Nursing,journal,"1938243X, 00989134",Q2,United States,Nursing
11948,21100897951,Journal of Interactive Media in Education,journal,1365893X,Q2,United Kingdom,Computer Science; Social Sciences
11949,21100853248,Journal of Strategy and Management,journal,"1755425X, 17554268",Q2,United Kingdom,"Business, Management and Accounting"
11950,13106,Journal of the American Helicopter Society,journal,00028711,Q2,United States,Engineering; Materials Science
11951,23257,New Zealand Journal of Zoology,journal,03014223,Q2,United Kingdom,Agricultural and Biological Sciences
11952,22817,Oral health &amp; preventive dentistry,journal,"17579996, 16021622",Q2,United States,Dentistry
11953,21100259594,Review of Contemporary Philosophy,journal,18415261,Q1,United States,Arts and Humanities
11954,18090,Sociological Methodology,journal,"14679531, 00811750",Q2,United Kingdom,Social Sciences
11955,19700186871,Transactions on Data Privacy,journal,"18885063, 20131631",Q3,Spain,Computer Science; Mathematics
11956,27398,Zeitschrift fur Geomorphologie,journal,03728854,Q2,Germany,Earth and Planetary Sciences; Social Sciences
11957,19700182335,Advances in Bioinformatics,journal,"16878027, 16878035",Q3,Egypt,"Biochemistry, Genetics and Molecular Biology; Computer Science; Engineering"
11958,21100403271,Anatolian journal of cardiology,journal,"21492271, 21492263",Q3,Turkey,Medicine
11959,21100861537,Biomedical Glasses,journal,22993932,Q2,Germany,Materials Science
11960,13374,Health Physics,journal,"15385159, 00179078",Q3,United States,Environmental Science; Medicine
11961,29799,Indian Journal of Orthopaedics,journal,"19983727, 00195413",Q3,India,Medicine
11962,21100223312,Journal of Applied Biomaterials and Functional Materials,journal,22808000,Q3,United Kingdom,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Materials Science; Medicine"
11963,23846,Journal of Computational Analysis and Applications,journal,"15211398, 15729206",Q3,United States,Mathematics
11964,21100824895,Journal of Energy and Natural Resources Law,journal,"23764538, 02646811",Q2,United Kingdom,Energy; Social Sciences
11965,700147309,Journal of General Management,journal,"17596106, 03063070",Q2,United Kingdom,"Business, Management and Accounting"
11966,21100854136,Journal of Inborn Errors of Metabolism and Screening,journal,"23264098, 23264594",Q3,United States,Medicine
11967,4700152821,Journal of Research in Childhood Education,journal,02568543,Q2,United Kingdom,Psychology; Social Sciences
11968,61695,Journal of the South African Veterinary Association,journal,"10199128, 22249435",Q2,South Africa,Medicine; Veterinary
11969,21100246535,Lankesteriana,journal,"14093871, 22152067",Q2,Costa Rica,Agricultural and Biological Sciences
11970,21100819037,"Proceedings - 10th IEEE International Conference on Software Testing, Verification and Validation, ICST 2017",conference and proceedings,-,-,United States,Computer Science; Engineering; Medicine
11971,21100777484,"Proceedings of the 2016 Smart City Security and Privacy Workshop, SCSP-W 2016",conference and proceedings,-,-,United States,Computer Science; Engineering
11972,21100783337,"Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM",conference and proceedings,-,-,United States,Engineering
11973,21100819047,SIGSIM-PADS 2017 - Proceedings of the 2017 ACM SIGSIM Conference on Principles of Advanced Discrete Simulation,conference and proceedings,-,-,United States,Computer Science; Engineering
11974,17543,Wireless Communications and Mobile Computing,journal,"15308677, 15308669",Q2,Egypt,Computer Science; Engineering
